Player Name,Team Name,Price,Year
Simarjeet Singh,Chennai Super Kings,"â‚¹20,00,000",2022
Subhranshu Senapati,Chennai Super Kings,"â‚¹20,00,000",2022
Tushar Deshpande,Chennai Super Kings,"â‚¹20,00,000",2022
Shardul Thakur,Delhi Capitals,"â‚¹10,75,00,000",2022
Mitchell Marsh,Delhi Capitals,"â‚¹6,50,00,000",2022
David Warner,Delhi Capitals,"â‚¹6,25,00,000",2022
Syed Khaleel Ahmed,Delhi Capitals,"â‚¹5,25,00,000",2022
Chetan Sakariya,Delhi Capitals,"â‚¹4,20,00,000",2022
Rovman Powell,Delhi Capitals,"â‚¹2,80,00,000",2022
K.S. Bharat,Delhi Capitals,"â‚¹2,00,00,000",2022
Kuldeep Yadav,Delhi Capitals,"â‚¹2,00,00,000",2022
Mustafizur Rahman,Delhi Capitals,"â‚¹2,00,00,000",2022
Kamlesh Nagarkoti,Delhi Capitals,"â‚¹1,10,00,000",2022
Mandeep Singh,Delhi Capitals,"â‚¹1,10,00,000",2022
Lalit Yadav,Delhi Capitals,"â‚¹65,00,000",2022
Lungisani Ngidi,Delhi Capitals,"â‚¹50,00,000",2022
Pravin Dubey,Delhi Capitals,"â‚¹50,00,000",2022
Tim Seifert,Delhi Capitals,"â‚¹50,00,000",2022
Yash Dhull,Delhi Capitals,"â‚¹50,00,000",2022
Ashwin Hebbar,Delhi Capitals,"â‚¹20,00,000",2022
Ripal Patel,Delhi Capitals,"â‚¹20,00,000",2022
Sarfaraz Khan,Delhi Capitals,"â‚¹20,00,000",2022
Vicky Ostwal,Delhi Capitals,"â‚¹20,00,000",2022
Lockie Ferguson,Gujarat Titans,"â‚¹10,00,00,000",2022
Rahul Tewatia,Gujarat Titans,"â‚¹9,00,00,000",2022
Mohammad Shami,Gujarat Titans,"â‚¹6,25,00,000",2022
Yash Dayal,Gujarat Titans,"â‚¹3,20,00,000",2022
David Miller,Gujarat Titans,"â‚¹3,00,00,000",2022
R. Sai Kishore,Gujarat Titans,"â‚¹3,00,00,000",2022
Abhinav Sadarangani,Gujarat Titans,"â‚¹2,60,00,000",2022
Alzarri Joseph,Gujarat Titans,"â‚¹2,40,00,000",2022
Matthew Wade,Gujarat Titans,"â‚¹2,40,00,000",2022
Jason Roy,Gujarat Titans,"â‚¹2,00,00,000",2022
Wriddhiman Saha,Gujarat Titans,"â‚¹1,90,00,000",2022
Jayant Yadav,Gujarat Titans,"â‚¹1,70,00,000",2022
Vijay Shankar,Gujarat Titans,"â‚¹1,40,00,000",2022
Dominic Drakes,Gujarat Titans,"â‚¹1,10,00,000",2022
Gurkeerat Singh,Gujarat Titans,"â‚¹50,00,000",2022
Varun Aaron,Gujarat Titans,"â‚¹50,00,000",2022
Noor Ahmad,Gujarat Titans,"â‚¹30,00,000",2022
B. Sai Sudharsan,Gujarat Titans,"â‚¹20,00,000",2022
Darshan Nalkande,Gujarat Titans,"â‚¹20,00,000",2022
Pradeep Sangwan,Gujarat Titans,"â‚¹20,00,000",2022
Shreyas Iyer,Kolkata Knight Riders,"â‚¹12,25,00,000",2022
Nitish Rana,Kolkata Knight Riders,"â‚¹8,00,00,000",2022
Pat Cummins,Kolkata Knight Riders,"â‚¹7,25,00,000",2022
Shivam Mavi,Kolkata Knight Riders,"â‚¹7,25,00,000",2022
Sam Billings,Kolkata Knight Riders,"â‚¹2,00,00,000",2022
Umesh Yadav,Kolkata Knight Riders,"â‚¹2,00,00,000",2022
Alex Hales,Kolkata Knight Riders,"â‚¹1,50,00,000",2022
Tim Southee,Kolkata Knight Riders,"â‚¹1,50,00,000",2022
Ajinkya Rahane,Kolkata Knight Riders,"â‚¹1,00,00,000",2022
Mohammad Nabi,Kolkata Knight Riders,"â‚¹1,00,00,000",2022
Sheldon Jackson,Kolkata Knight Riders,"â‚¹60,00,000",2022
Ashok Sharma,Kolkata Knight Riders,"â‚¹55,00,000",2022
Rinku Singh,Kolkata Knight Riders,"â‚¹55,00,000",2022
Chamika Karunaratne,Kolkata Knight Riders,"â‚¹50,00,000",2022
Abhijeet Tomar,Kolkata Knight Riders,"â‚¹40,00,000",2022
Aman Khan,Kolkata Knight Riders,"â‚¹20,00,000",2022
Anukul Roy,Kolkata Knight Riders,"â‚¹20,00,000",2022
Baba Indrajith,Kolkata Knight Riders,"â‚¹20,00,000",2022
Pratham Singh,Kolkata Knight Riders,"â‚¹20,00,000",2022
Ramesh Kumar,Kolkata Knight Riders,"â‚¹20,00,000",2022
Rasikh Dar,Kolkata Knight Riders,"â‚¹20,00,000",2022
Avesh Khan,Lucknow Supergiants,"â‚¹10,00,00,000",2022
Jason Holder,Lucknow Supergiants,"â‚¹8,75,00,000",2022
Krunal Pandya,Lucknow Supergiants,"â‚¹8,25,00,000",2022
Mark Wood,Lucknow Supergiants,"â‚¹7,50,00,000",2022
Quinton De Kock,Lucknow Supergiants,"â‚¹6,75,00,000",2022
Deepak Hooda,Lucknow Supergiants,"â‚¹5,75,00,000",2022
Manish Pandey,Lucknow Supergiants,"â‚¹4,60,00,000",2022
Dushmanta Chameera,Lucknow Supergiants,"â‚¹2,00,00,000",2022
Evin Lewis,Lucknow Supergiants,"â‚¹2,00,00,000",2022
K. Gowtham,Lucknow Supergiants,"â‚¹90,00,000",2022
Ankit Singh Rajpoot,Lucknow Supergiants,"â‚¹50,00,000",2022
Kyle Mayers,Lucknow Supergiants,"â‚¹50,00,000",2022
Shahbaz Nadeem,Lucknow Supergiants,"â‚¹50,00,000",2022
Ayush Badoni,Lucknow Supergiants,"â‚¹20,00,000",2022
Karan Sharma,Lucknow Supergiants,"â‚¹20,00,000",2022
Manan Vohra,Lucknow Supergiants,"â‚¹20,00,000",2022
Mayank Yadav,Lucknow Supergiants,"â‚¹20,00,000",2022
Mohsin Khan,Lucknow Supergiants,"â‚¹20,00,000",2022
Ishan Kishan,Mumbai Indians,"â‚¹15,25,00,000",2022
Tim David,Mumbai Indians,"â‚¹8,25,00,000",2022
Jofra Archer,Mumbai Indians,"â‚¹8,00,00,000",2022
Dewald Brevis,Mumbai Indians,"â‚¹3,00,00,000",2022
Daniel Sams,Mumbai Indians,"â‚¹2,60,00,000",2022
N. Tilak Varma,Mumbai Indians,"â‚¹1,70,00,000",2022
Murugan Ashwin,Mumbai Indians,"â‚¹1,60,00,000",2022
Tymal Mills,Mumbai Indians,"â‚¹1,50,00,000",2022
Jaydev Unadkat,Mumbai Indians,"â‚¹1,30,00,000",2022
Riley Meredith,Mumbai Indians,"â‚¹1,00,00,000",2022
Fabian Allen,Mumbai Indians,"â‚¹75,00,000",2022
Mayank Markande,Mumbai Indians,"â‚¹65,00,000",2022
Sanjay Yadav,Mumbai Indians,"â‚¹50,00,000",2022
Arjun Tendulkar,Mumbai Indians,"â‚¹30,00,000",2022
Basil Thampi,Mumbai Indians,"â‚¹30,00,000",2022
Anmolpreet Singh,Mumbai Indians,"â‚¹20,00,000",2022
Aryan Juyal,Mumbai Indians,"â‚¹20,00,000",2022
Hrithik Shokeen,Mumbai Indians,"â‚¹20,00,000",2022
Mohd. Arshad Khan,Mumbai Indians,"â‚¹20,00,000",2022
Rahul Buddhi,Mumbai Indians,"â‚¹20,00,000",2022
Ramandeep Singh,Mumbai Indians,"â‚¹20,00,000",2022
Liam Livingstone,Punjab Kings,"â‚¹11,50,00,000",2022
Kagiso Rabada,Punjab Kings,"â‚¹9,25,00,000",2022
Shahrukh Khan,Punjab Kings,"â‚¹9,00,00,000",2022
Shikhar Dhawan,Punjab Kings,"â‚¹8,25,00,000",2022
Jonny Bairstow,Punjab Kings,"â‚¹6,75,00,000",2022
Odean Smith,Punjab Kings,"â‚¹6,00,00,000",2022
Rahul Chahar,Punjab Kings,"â‚¹5,25,00,000",2022
Harpreet Brar,Punjab Kings,"â‚¹3,80,00,000",2022
Raj Angad Bawa,Punjab Kings,"â‚¹2,00,00,000",2022
Vaibhav Arora,Punjab Kings,"â‚¹2,00,00,000",2022
Nathan Ellis,Punjab Kings,"â‚¹75,00,000",2022
Prabhsimran Singh,Punjab Kings,"â‚¹60,00,000",2022
Rishi Dhawan,Punjab Kings,"â‚¹55,00,000",2022
Bhanuka Rajapaksa,Punjab Kings,"â‚¹50,00,000",2022
Sandeep Sharma,Punjab Kings,"â‚¹50,00,000",2022
Benny Howell,Punjab Kings,"â‚¹40,00,000",2022
Ishan Porel,Punjab Kings,"â‚¹25,00,000",2022
Ansh Patel,Punjab Kings,"â‚¹20,00,000",2022
Atharva Taide,Punjab Kings,"â‚¹20,00,000",2022
Baltej Dhanda,Punjab Kings,"â‚¹20,00,000",2022
Jitesh Sharma,Punjab Kings,"â‚¹20,00,000",2022
Prerak Mankad,Punjab Kings,"â‚¹20,00,000",2022
Writtick Chatterjee,Punjab Kings,"â‚¹20,00,000",2022
Prasidh Krishna,Rajasthan Royals,"â‚¹10,00,00,000",2022
Shimron Hetmyer,Rajasthan Royals,"â‚¹8,50,00,000",2022
Trent Boult,Rajasthan Royals,"â‚¹8,00,00,000",2022
Devdutt Padikkal,Rajasthan Royals,"â‚¹7,75,00,000",2022
Yuzvendra Chahal,Rajasthan Royals,"â‚¹6,50,00,000",2022
R. Ashwin,Rajasthan Royals,"â‚¹5,00,00,000",2022
Riyan Parag,Rajasthan Royals,"â‚¹3,80,00,000",2022
Navdeep Saini,Rajasthan Royals,"â‚¹2,60,00,000",2022
Nathan Coulter-Nile,Rajasthan Royals,"â‚¹2,00,00,000",2022
James Neesham,Rajasthan Royals,"â‚¹1,50,00,000",2022
Karun Nair,Rajasthan Royals,"â‚¹1,40,00,000",2022
Rassie Van Der Dussen,Rajasthan Royals,"â‚¹1,00,00,000",2022
Daryl Mitchell,Rajasthan Royals,"â‚¹75,00,000",2022
Obed Mccoy,Rajasthan Royals,"â‚¹75,00,000",2022
K.C Cariappa,Rajasthan Royals,"â‚¹30,00,000",2022
Anunay Singh,Rajasthan Royals,"â‚¹20,00,000",2022
Dhruv Jurel,Rajasthan Royals,"â‚¹20,00,000",2022
Kuldeep Sen,Rajasthan Royals,"â‚¹20,00,000",2022
Kuldip Yadav,Rajasthan Royals,"â‚¹20,00,000",2022
Shubham Garhwal,Rajasthan Royals,"â‚¹20,00,000",2022
Tejas Baroka,Rajasthan Royals,"â‚¹20,00,000",2022
Harshal Patel,Royal Challengers Bangalore,"â‚¹10,75,00,000",2022
Wanindu Hasaranga,Royal Challengers Bangalore,"â‚¹10,75,00,000",2022
Josh Hazlewood,Royal Challengers Bangalore,"â‚¹7,75,00,000",2022
Faf Du Plessis,Royal Challengers Bangalore,"â‚¹7,00,00,000",2022
Dinesh Karthik,Royal Challengers Bangalore,"â‚¹5,50,00,000",2022
Anuj Rawat,Royal Challengers Bangalore,"â‚¹3,40,00,000",2022
Shahbaz Ahamad,Royal Challengers Bangalore,"â‚¹2,40,00,000",2022
David Willey,Royal Challengers Bangalore,"â‚¹2,00,00,000",2022
Sherfane Rutherford,Royal Challengers Bangalore,"â‚¹1,00,00,000",2022
Mahipal Lomror,Royal Challengers Bangalore,"â‚¹95,00,000",2022
Finn Allen,Royal Challengers Bangalore,"â‚¹80,00,000",2022
Jason Behrendorff,Royal Challengers Bangalore,"â‚¹75,00,000",2022
Siddharth Kaul,Royal Challengers Bangalore,"â‚¹75,00,000",2022
Karn Sharma,Royal Challengers Bangalore,"â‚¹50,00,000",2022
Suyash Prabhudessai,Royal Challengers Bangalore,"â‚¹30,00,000",2022
Chama Milind,Royal Challengers Bangalore,"â‚¹25,00,000",2022
Akash Deep,Royal Challengers Bangalore,"â‚¹20,00,000",2022
Aneeshwar Gautam,Royal Challengers Bangalore,"â‚¹20,00,000",2022
Luvnith Sisodia,Royal Challengers Bangalore,"â‚¹20,00,000",2022
Nicholas Pooran,Sunrisers Hyderabad,"â‚¹10,75,00,000",2022
Washington Sundar,Sunrisers Hyderabad,"â‚¹8,75,00,000",2022
Rahul Tripathi,Sunrisers Hyderabad,"â‚¹8,50,00,000",2022
Romario Shepherd,Sunrisers Hyderabad,"â‚¹7,75,00,000",2022
Abhishek Sharma,Sunrisers Hyderabad,"â‚¹6,50,00,000",2022
Bhuvneshwar Kumar,Sunrisers Hyderabad,"â‚¹4,20,00,000",2022
Marco Jansen,Sunrisers Hyderabad,"â‚¹4,20,00,000",2022
Kartik Tyagi,Sunrisers Hyderabad,"â‚¹4,00,00,000",2022
T. Natarajan,Sunrisers Hyderabad,"â‚¹4,00,00,000",2022
Aiden Markram,Sunrisers Hyderabad,"â‚¹2,60,00,000",2022
Sean Abbott,Sunrisers Hyderabad,"â‚¹2,40,00,000",2022
Glenn Phillips,Sunrisers Hyderabad,"â‚¹1,50,00,000",2022
Shreyas Gopal,Sunrisers Hyderabad,"â‚¹75,00,000",2022
Fazalhaq Farooqi,Sunrisers Hyderabad,"â‚¹50,00,000",2022
Vishnu Vinod,Sunrisers Hyderabad,"â‚¹50,00,000",2022
Jagadeesha Suchith,Sunrisers Hyderabad,"â‚¹20,00,000",2022
Priyam Garg,Sunrisers Hyderabad,"â‚¹20,00,000",2022
R Samarth,Sunrisers Hyderabad,"â‚¹20,00,000",2022
Saurabh Dubey,Sunrisers Hyderabad,"â‚¹20,00,000",2022
Shashank Singh,Sunrisers Hyderabad,"â‚¹20,00,000",2022
Ben stokes,Chennai Super Kings,16.25 crore,2023
Ravindra jadeja,Chennai Super Kings,16 crore,2023
Deepak chahar,Chennai Super Kings,14 crore,2023
Ms dhoni,Chennai Super Kings,12 crore,2023
Moeen Ali,Chennai Super Kings,8 crore,2023
Ambati rayudu,Chennai Super Kings,6.75 crore,2023
Ruturaj Gaikwad,Chennai Super Kings,6 crore,2023
Shivam dube,Chennai Super Kings,4 crore,2023
Mitchell santner,Chennai Super Kings,1.9 crore,2023
Rajvardhan Hangargekar,Chennai Super Kings,1.5 crore,2023
Devon Conway,Chennai Super Kings,1 crore,2023
Maheesh Theekshana,Chennai Super Kings,0.7 crore,2023
Ajinkya rahane,Chennai Super Kings,0.5 crore,2023
Sisonda Magala,Chennai Super Kings,0.5 crore,2023
Matheesha Pathirana,Chennai Super Kings,0.2 crore,2023
Pathum Kumara,Chennai Super Kings,0.20 crore,2023
Shaik Rasheed,Chennai Super Kings,0.2 crore,2023
Tushar Deshpande,Chennai Super Kings,0.2 crore,2023
Dwaine Pretorius,Chennai Super Kings,0 crore,2023
Axar patel,Delhi Capitals,9 crore,2023
Prithvi shaw,Delhi Capitals,8 crore,2023
Anrich Nortje,Delhi Capitals,6.5 crore,2023
Mitchell marsh,Delhi Capitals,6.5 crore,2023
David warner,Delhi Capitals,6.25 crore,2023
Mukesh Kumar,Delhi Capitals,5.5 crore,2023
Khaleel ahmed,Delhi Capitals,5.25 crore,2023
Rilee Rossouw,Delhi Capitals,4.6 crore,2023
Chetan Sakariya,Delhi Capitals,4.2 crore,2023
Rovman powell,Delhi Capitals,2.8 crore,2023
Manish pandey,Delhi Capitals,2.4 crore,2023
Phil Salt,Delhi Capitals,2 crore,2023
Kuldeep yadav,Delhi Capitals,2 crore,2023
Mustafizur rahman,Delhi Capitals,2 crore,2023
AM Ghazanfar,Delhi Capitals,0.65 crore,2023
Ishant sharma,Delhi Capitals,0.5 crore,2023
Yash Dhull,Delhi Capitals,0.5 crore,2023
Praveen dubey,Delhi Capitals,0.5 crore,2023
Abishek Porel,Delhi Capitals,0.20 crore,2023
Aman Hakim Khan,Delhi Capitals,0.2 crore,2023
Priyam Garg,Delhi Capitals,0.2 crore,2023
Ripal Patel,Delhi Capitals,0.2 crore,2023
Sarfaraz khan,Delhi Capitals,0.2 crore,2023
Hardik pandya,Gujarat Titans,15 crore,2023
Rashid Khan,Gujarat Titans,15 crore,2023
Rahul tewatia,Gujarat Titans,9 crore,2023
Shubman gill,Gujarat Titans,8 crore,2023
Mohammad shami,Gujarat Titans,6.25 crore,2023
Shivam mavi,Gujarat Titans,6 crore,2023
Yash Dayal,Gujarat Titans,3.2 crore,2023
David Miller,Gujarat Titans,3 crore,2023
Abhinav Manohar,Gujarat Titans,2.6 crore,2023
Sai Sudharsan,Gujarat Titans,2.6 crore,2023
Alzarri joseph,Gujarat Titans,2.4 crore,2023
Matthew wade,Gujarat Titans,2.4 crore,2023
Kane williamson,Gujarat Titans,2 crore,2023
Wriddhiman saha,Gujarat Titans,1.9 crore,2023
Jayant yadav,Gujarat Titans,1.7 crore,2023
Vijay shankar,Gujarat Titans,1.4 crore,2023
Srikar Bharat,Gujarat Titans,1.2 crore,2023
Joshua Little,Gujarat Titans,0.5 crore,2023
Mohit sharma,Gujarat Titans,0.5 crore,2023
Varun aaron,Gujarat Titans,0.5 crore,2023
Noor Ahmad,Gujarat Titans,0.3 crore,2023
Dasun Shanaka,Gujarat Titans,0 crore,2023
Andre russell,Kolkata Knight Riders,12 crore,2023
Shardul thakur,Kolkata Knight Riders,10.75 crore,2023
Lockie ferguson,Kolkata Knight Riders,10 crore,2023
Nitish rana,Kolkata Knight Riders,8 crore,2023
Varun chakravarthy,Kolkata Knight Riders,8 crore,2023
Venkatesh Iyer,Kolkata Knight Riders,8 crore,2023
Sunil narine,Kolkata Knight Riders,6 crore,2023
Jason Roy,Kolkata Knight Riders,2.8 crore,2023
Umesh yadav,Kolkata Knight Riders,2 crore,2023
Rahmanullah Gurbaz,Kolkata Knight Riders,1.5 crore,2023
Tim southee,Kolkata Knight Riders,1.5 crore,2023
David Wiese,Kolkata Knight Riders,1.00 crore,2023
Narayan Jagadeesan,Kolkata Knight Riders,0.9 crore,2023
Vaibhav Arora,Kolkata Knight Riders,0.6 crore,2023
Rinku singh,Kolkata Knight Riders,0.55 crore,2023
Litton Das,Kolkata Knight Riders,0.5 crore,2023
Mandeep singh,Kolkata Knight Riders,0.5 crore,2023
Kulwant khejroliya,Kolkata Knight Riders,0.2 crore,2023
Suyash Sharma,Kolkata Knight Riders,0.2 crore,2023
Anukul roy,Kolkata Knight Riders,0.2 crore,2023
Harshit Rana,Kolkata Knight Riders,0.2 crore,2023
Karan Sharma,Lucknow Supergiants,50 crore,2023
Lokesh rahul,Lucknow Supergiants,17 crore,2023
Nicholas Pooran,Lucknow Supergiants,16 crore,2023
Avesh khan,Lucknow Supergiants,10 crore,2023
Marcus Stoinis,Lucknow Supergiants,9.2 crore,2023
Krunal pandya,Lucknow Supergiants,8.25 crore,2023
Mark wood,Lucknow Supergiants,7.5 crore,2023
Quinton de Kock,Lucknow Supergiants,6.75 crore,2023
Deepak hooda,Lucknow Supergiants,5.75 crore,2023
Ravi Bishnoi,Lucknow Supergiants,4 crore,2023
Krishnappa gowtham,Lucknow Supergiants,0.9 crore,2023
Amit mishra,Lucknow Supergiants,0.5 crore,2023
Jaydev unadkat,Lucknow Supergiants,0.5 crore,2023
Kyle Mayers,Lucknow Supergiants,0.5 crore,2023
Naveen-ul-Haq,Lucknow Supergiants,0.5 crore,2023
Romario Shepherd,Lucknow Supergiants,0.5 crore,2023
Yash Thakur,Lucknow Supergiants,0.45 crore,2023
Manan vohra,Lucknow Supergiants,0.20 crore,2023
Prerak Mankad,Lucknow Supergiants,0.2 crore,2023
Swapnil singh,Lucknow Supergiants,0.2 crore,2023
Yudhvir Singh,Lucknow Supergiants,0.2 crore,2023
Ayush Badoni,Lucknow Supergiants,0.2 crore,2023
Sameer Rizvi,Lucknow Supergiants,0.20 crore,2023
Daniel Sams,Lucknow Supergiants,0 crore,2023
Arjun Tendulkar,Mumbai Indians,30 crore,2023
Cameron Green,Mumbai Indians,17.5 crore,2023
Rohit sharma,Mumbai Indians,16 crore,2023
Ishan kishan,Mumbai Indians,15.25 crore,2023
Tim David,Mumbai Indians,8.25 crore,2023
Jofra Archer,Mumbai Indians,8 crore,2023
Suryakumar yadav,Mumbai Indians,8 crore,2023
Dewald Brevis,Mumbai Indians,3 crore,2023
Chris jordan,Mumbai Indians,2 crore,2023
Tilak Varma,Mumbai Indians,1.70 crore,2023
Jason behrendorff,Mumbai Indians,1.50 crore,2023
Riley Meredith,Mumbai Indians,1.5 crore,2023
Jhye Richardson,Mumbai Indians,1.5 crore,2023
Piyush chawla,Mumbai Indians,0.5 crore,2023
Duan Jansen,Mumbai Indians,0.2 crore,2023
Kumar Kartikeya,Mumbai Indians,0.2 crore,2023
Nehal Wadhera,Mumbai Indians,0.2 crore,2023
Raghav Goyal,Mumbai Indians,0.2 crore,2023
Vishnu vinod,Mumbai Indians,0.2 crore,2023
Tristan Stubbs,Mumbai Indians,0.2 crore,2023
Arshad Khan,Mumbai Indians,0.2 crore,2023
Hrithik Shokeen,Mumbai Indians,0.2 crore,2023
Ramandeep Singh,Mumbai Indians,0.2 crore,2023
Akash Mandwaal,Mumbai Indians,0 crore,2023
Jitesh Sharma,Punjab Kings,20 crore,2023
Sam Curran,Punjab Kings,18.5 crore,2023
Liam Livingstone,Punjab Kings,11.5 crore,2023
Kagiso Rabada,Punjab Kings,9.25 crore,2023
Shahrukh Khan,Punjab Kings,9 crore,2023
Shikhar dhawan,Punjab Kings,8.25 crore,2023
Rahul chahar,Punjab Kings,5.25 crore,2023
Arshdeep singh,Punjab Kings,4 crore,2023
Harpreet brar,Punjab Kings,3.8 crore,2023
Nathan Ellis,Punjab Kings,0.75 crore,2023
Simran singh,Punjab Kings,0.6 crore,2023
Rishi dhawan,Punjab Kings,0.55 crore,2023
Bhanuka Rajapaksa,Punjab Kings,0.5 crore,2023
Sikandar Raza,Punjab Kings,0.5 crore,2023
Atharva Taide,Punjab Kings,0.2 crore,2023
Gurnoor Brar,Punjab Kings,0.2 crore,2023
Harpreet singh,Punjab Kings,0.2 crore,2023
Mohit Rathee,Punjab Kings,0.2 crore,2023
Matthew Short,Punjab Kings,0 crore,2023
Kuldeep Sen,Rajasthan Royals,20 crore,2023
Sanju samson,Rajasthan Royals,14 crore,2023
Jos Buttler,Rajasthan Royals,10 crore,2023
Shimron hetmyer,Rajasthan Royals,8.5 crore,2023
Trent boult,Rajasthan Royals,8 crore,2023
Devdutt Padikkal,Rajasthan Royals,7.75 crore,2023
Yuzvendra chahal,Rajasthan Royals,6.5 crore,2023
Jason holder,Rajasthan Royals,5.75 crore,2023
Ravichandran ashwin,Rajasthan Royals,5 crore,2023
Yashasvi Jaiswal,Rajasthan Royals,4.00 crore,2023
Riyan parag,Rajasthan Royals,3.8 crore,2023
Navdeep saini,Rajasthan Royals,2 crore,2023
Adam zampa,Rajasthan Royals,1.5 crore,2023
Joe Root,Rajasthan Royals,1 crore,2023
Obed McCoy,Rajasthan Royals,1 crore,2023
Sandeep sharma,Rajasthan Royals,0.5 crore,2023
Km asif,Rajasthan Royals,0.3 crore,2023
Abdul Basith,Rajasthan Royals,0.2 crore,2023
Dhruv Jurel,Rajasthan Royals,0.2 crore,2023
Kuldip Yadav,Rajasthan Royals,0.2 crore,2023
Murugan ashwin,Rajasthan Royals,0.2 crore,2023
Virat kohli,Royal Challengers Bangalore,15 crore,2023
Glenn maxwell,Royal Challengers Bangalore,11 crore,2023
Harshal patel,Royal Challengers Bangalore,10.75 crore,2023
Wanindu Hasaranga,Royal Challengers Bangalore,10.75 crore,2023
Josh Hazlewood,Royal Challengers Bangalore,7.75 crore,2023
Faf du Plessis,Royal Challengers Bangalore,7 crore,2023
Mohammed siraj,Royal Challengers Bangalore,7 crore,2023
Dinesh karthik,Royal Challengers Bangalore,5.5 crore,2023
Mohammad Ali,Royal Challengers Bangalore,3.4 crore,2023
Shahbaz Ahmed,Royal Challengers Bangalore,2.4 crore,2023
David willey,Royal Challengers Bangalore,2 crore,2023
Reece Topley,Royal Challengers Bangalore,1.9 crore,2023
Kedar jadhav,Royal Challengers Bangalore,1 crore,2023
Michael Bracewell,Royal Challengers Bangalore,1 crore,2023
Mahipal lomror,Royal Challengers Bangalore,0.95 crore,2023
Karn sharma,Royal Challengers Bangalore,0.5 crore,2023
Suyash Prabhudessai,Royal Challengers Bangalore,0.3 crore,2023
Akash Deep,Royal Challengers Bangalore,0.2 crore,2023
Sonu Yadav,Royal Challengers Bangalore,0.2 crore,2023
Vijaykumar Vyshak,Royal Challengers Bangalore,0.2 crore,2023
Wayne Parnell,Royal Challengers Bangalore,0 crore,2023
Harry Brook,Sunrisers Hyderabad,13.25 crore,2023
Washington sundar,Sunrisers Hyderabad,8.75 crore,2023
Rahul tripathi,Sunrisers Hyderabad,8.5 crore,2023
Mayank agarwal,Sunrisers Hyderabad,8.25 crore,2023
Abhishek sharma,Sunrisers Hyderabad,6.5 crore,2023
Heinrich Klaasen,Sunrisers Hyderabad,5.25 crore,2023
Bhuvneshwar kumar,Sunrisers Hyderabad,4.2 crore,2023
Kartik Tyagi,Sunrisers Hyderabad,4 crore,2023
Abdul Samad,Sunrisers Hyderabad,4 crore,2023
T natarajan,Sunrisers Hyderabad,4 crore,2023
Umran Malik,Sunrisers Hyderabad,4 crore,2023
Aiden Markram,Sunrisers Hyderabad,2.6 crore,2023
Vivrant Sharma,Sunrisers Hyderabad,2.6 crore,2023
Adil Rashid,Sunrisers Hyderabad,2 crore,2023
Mayank dagar,Sunrisers Hyderabad,1.8 crore,2023
