Player Name,Team Name,Price,Year
Glenn Phillips,Sunrisers Hyderabad,1.5 crore,2023
Akeal Hosein,Sunrisers Hyderabad,1 crore,2023
Fazal Haque,Sunrisers Hyderabad,0.50 crore,2023
Mayank markande,Sunrisers Hyderabad,0.5 crore,2023
Marco Jansen,Sunrisers Hyderabad,0.5 crore,2023
Anmolpreet singh,Sunrisers Hyderabad,0.2 crore,2023
Nitish Kumar Reddy,Sunrisers Hyderabad,0.2 crore,2023
Sanvir Singh,Sunrisers Hyderabad,0.2 crore,2023
Ravindra jadeja,Chennai Super Kings,16 crore,2024
Daryl Mitchell,Chennai Super Kings,14 crore,2024
Deepak chahar,Chennai Super Kings,14 crore,2024
Ms dhoni,Chennai Super Kings,12 crore,2024
Moeen Ali,Chennai Super Kings,8 crore,2024
Shivam dube,Chennai Super Kings,6 crore,2024
Ruturaj Gaikwad,Chennai Super Kings,6 crore,2024
Shardul thakur,Chennai Super Kings,4 crore,2024
Mustafizur rahman,Chennai Super Kings,2 crore,2024
Mitchell santner,Chennai Super Kings,1.9 crore,2024
Rachin Ravindra,Chennai Super Kings,1.8 crore,2024
Rajvardhan Hangargekar,Chennai Super Kings,1.5 crore,2024
Devon Conway,Chennai Super Kings,1 crore,2024
Maheesh Theekshana,Chennai Super Kings,0.7 crore,2024
Ajinkya rahane,Chennai Super Kings,0.5 crore,2024
Sameer Rizvi,Chennai Super Kings,0.2 crore,2024
Ajay Mandal,Chennai Super Kings,0.2 crore,2024
Aravelly Avanish,Chennai Super Kings,0.2 crore,2024
Nishant Sindhu,Chennai Super Kings,0.2 crore,2024
Prashant Solanki,Chennai Super Kings,0.2 crore,2024
Simarjeet Singh,Chennai Super Kings,0.2 crore,2024
Matheesha Pathirana,Chennai Super Kings,0.2 crore,2024
Mukesh Choudhary,Chennai Super Kings,0.2 crore,2024
Shaik Rasheed,Chennai Super Kings,0.2 crore,2024
Tushar Deshpande,Chennai Super Kings,0.2 crore,2024
Rishabh pant,Delhi Capitals,16 crore,2024
Prithvi shaw,Delhi Capitals,8 crore,2024
Mitchell marsh,Delhi Capitals,6.5 crore,2024
David warner,Delhi Capitals,6.25 crore,2024
Mukesh Kumar,Delhi Capitals,5.50 crore,2024
Khaleel ahmed,Delhi Capitals,5.2 crore,2024
Jhye Richardson,Delhi Capitals,5 crore,2024
Rasikh salam,Delhi Capitals,3 crore,2024
Vicky Ostwal,Delhi Capitals,2.00 crore,2024
Kuldeep yadav,Delhi Capitals,2 crore,2024
Abishek Porel,Delhi Capitals,1.0 crore,2024
Shai Hope,Delhi Capitals,0.75 crore,2024
AM Ghazanfar,Delhi Capitals,0.65 crore,2024
Ishant sharma,Delhi Capitals,0.5 crore,2024
Praveen dubey,Delhi Capitals,0.5 crore,2024
Yash Dhull,Delhi Capitals,0.5 crore,2024
Kumar Kushagra,Delhi Capitals,0.2 crore,2024
Ricky bhui,Delhi Capitals,0.2 crore,2024
Sumit Kumar,Delhi Capitals,0.2 crore,2024
Swastik Chikara,Delhi Capitals,0.2 crore,2024
Anrich Nortje,Delhi Capitals,0 crore,2024
Harry Brook,Delhi Capitals,0 crore,2024
Lungi Ngidi,Delhi Capitals,0 crore,2024
Nicholas Pooran,Durban's Super Giants,16 crore,2024
Noor Ahmad,Durban's Super Giants,3 crore,2024
Reece Topley,Durban's Super Giants,1.90 crore,2024
Spencer Johnson,Gujarat Titans,10 crore,2024
Rahul tewatia,Gujarat Titans,9 crore,2024
Shubman gill,Gujarat Titans,8 crore,2024
Shahrukh Khan,Gujarat Titans,7.4 crore,2024
Mohammad shami,Gujarat Titans,6.25 crore,2024
Umesh yadav,Gujarat Titans,5.8 crore,2024
Josh Little,Gujarat Titans,4.4 crore,2024
Azmatullah Omarzai,Gujarat Titans,3 crore,2024
Sai Kishore,Gujarat Titans,3 crore,2024
David Miller,Gujarat Titans,3 crore,2024
Abhinav Manohar,Gujarat Titans,2.6 crore,2024
Sai Sudharsan,Gujarat Titans,2.6 crore,2024
Matthew wade,Gujarat Titans,2.4 crore,2024
Kane williamson,Gujarat Titans,2 crore,2024
Wriddhiman saha,Gujarat Titans,1.9 crore,2024
Jayant yadav,Gujarat Titans,1.7 crore,2024
Kartik Tyagi,Gujarat Titans,1.5 crore,2024
Vijay shankar,Gujarat Titans,1 crore,2024
Robin Minz,Gujarat Titans,0.75 crore,2024
Mohit sharma,Gujarat Titans,0.5 crore,2024
Sushant Mishra,Gujarat Titans,0.2 crore,2024
Christopher King,Gujarat Titans,0.2 crore,2024
Gerald Coetzee,Joburg Super Kings,6.00 crore,2024
Donovan Ferreira,Joburg Super Kings,1 crore,2024
Mitchell starc,Kolkata Knight Riders,25 crore,2024
Shreyas iyer,Kolkata Knight Riders,12.25 crore,2024
Andre russell,Kolkata Knight Riders,12 crore,2024
Nitish rana,Kolkata Knight Riders,8 crore,2024
Varun chakravarthy,Kolkata Knight Riders,8 crore,2024
Venkatesh Iyer,Kolkata Knight Riders,8 crore,2024
Gus Atkinson,Kolkata Knight Riders,7.2 crore,2024
Sunil narine,Kolkata Knight Riders,6 crore,2024
Ramandeep Singh,Kolkata Knight Riders,4 crore,2024
Srikar Bharat,Kolkata Knight Riders,3 crore,2024
Vaibhav Arora,Kolkata Knight Riders,2.6 crore,2024
Phil Salt,Kolkata Knight Riders,1.5 crore,2024
Rahmanullah Gurbaz,Kolkata Knight Riders,1.5 crore,2024
Suyash Sharma,Kolkata Knight Riders,1.2 crore,2024
Rinku singh,Kolkata Knight Riders,0.55 crore,2024
Chetan Sakariya,Kolkata Knight Riders,0.5 crore,2024
Dushmantha Chameera,Kolkata Knight Riders,0.5 crore,2024
Manish pandey,Kolkata Knight Riders,0.2 crore,2024
Anukul roy,Kolkata Knight Riders,0.3 crore,2024
Angkrish Raghuvanshi,Kolkata Knight Riders,0.2 crore,2024
Sakib Hussain,Kolkata Knight Riders,0.2 crore,2024
Harshit Rana,Kolkata Knight Riders,0.2 crore,2024
Jason Roy,Kolkata Knight Riders,0 crore,2024
Mujeeb Ur Rahman,Kolkata Knight Riders,0 crore,2024
Sherfane rutherford,Kolkata Knight Riders,0 crore,2024
Lokesh rahul,Lucknow Supergiants,17 crore,2024
Marcus Stoinis,Lucknow Supergiants,9.2 crore,2024
Krunal pandya,Lucknow Supergiants,8.25 crore,2024
Devdutt Padikkal,Lucknow Supergiants,7.75 crore,2024
Mark wood,Lucknow Supergiants,7.5 crore,2024
Quinton de Kock,Lucknow Supergiants,6.75 crore,2024
Deepak hooda,Lucknow Supergiants,5.75 crore,2024
Shamar Joseph,Lucknow Supergiants,4.4 crore,2024
Ravi Bishnoi,Lucknow Supergiants,4 crore,2024
Shivam mavi,Lucknow Supergiants,2.00 crore,2024
Ashton turner,Lucknow Supergiants,1 crore,2024
Krishnappa gowtham,Lucknow Supergiants,0.9 crore,2024
Kyle Mayers,Lucknow Supergiants,0.5 crore,2024
Amit mishra,Lucknow Supergiants,0.5 crore,2024
Naveen-ul-Haq,Lucknow Supergiants,0.5 crore,2024
Yash Thakur,Lucknow Supergiants,0.45 crore,2024
Arshin Kulkarni,Lucknow Supergiants,0.2 crore,2024
Arshad Khan,Lucknow Supergiants,0.2 crore,2024
Manimaran Siddharth,Lucknow Supergiants,0.2 crore,2024
Ayush Badoni,Lucknow Supergiants,0.2 crore,2024
Mayank Yadav,Lucknow Supergiants,0.2 crore,2024
Prerak Mankad,Lucknow Supergiants,0.2 crore,2024
Yudhvir Singh,Lucknow Supergiants,0.2 crore,2024
David willey,Lucknow Supergiants,0 crore,2024
Rashid Khan,MI Cape Town,15 crore,2024
Kagiso Rabada,MI Cape Town,12 crore,2024
Rohit sharma,Mumbai Indians,16 crore,2024
Ishan kishan,Mumbai Indians,15.25 crore,2024
Hardik pandya,Mumbai Indians,15 crore,2024
Jasprit bumrah,Mumbai Indians,12 crore,2024
Tim David,Mumbai Indians,8.25 crore,2024
Suryakumar yadav,Mumbai Indians,8 crore,2024
Nuwan Thushara,Mumbai Indians,4.8 crore,2024
Dewald Brevis,Mumbai Indians,3 crore,2024
Tilak Varma,Mumbai Indians,1.7 crore,2024
Shams Mulani,Mumbai Indians,1.5 crore,2024
Mohammad nabi,Mumbai Indians,1.5 crore,2024
Romario Shepherd,Mumbai Indians,0.5 crore,2024
Piyush chawla,Mumbai Indians,0.5 crore,2024
Naman Dhir,Mumbai Indians,0.3 crore,2024
Arjun Tendulkar,Mumbai Indians,0.3 crore,2024
Anshul Kamboj,Mumbai Indians,0.2 crore,2024
Shivalik Sharma,Mumbai Indians,0.2 crore,2024
Shreyas gopal,Mumbai Indians,0.2 crore,2024
Akash Madhwal,Mumbai Indians,0.2 crore,2024
Kumar Kartikeya,Mumbai Indians,0.2 crore,2024
Nehal Wadhera,Mumbai Indians,0.2 crore,2024
Vishnu vinod,Mumbai Indians,0.2 crore,2024
Dilshan Madushanka,Mumbai Indians,0 crore,2024
Jason behrendorff,Mumbai Indians,0 crore,2024
Will Jacks,Pretoria Capitals,3.2 crore,2024
Sam Curran,Punjab Kings,18.5 crore,2024
Harshal patel,Punjab Kings,11.75 crore,2024
Liam Livingstone,Punjab Kings,11.5 crore,2024
Shikhar dhawan,Punjab Kings,8.25 crore,2024
Rilee Rossouw,Punjab Kings,8 crore,2024
Vishwanath Singh,Punjab Kings,7.8 crore,2024
Jonny bairstow,Punjab Kings,6.75 crore,2024
Rahul chahar,Punjab Kings,5.25 crore,2024
Vidwath Kaverappa,Punjab Kings,5.0 crore,2024
Chris woakes,Punjab Kings,4.2 crore,2024
Arshdeep singh,Punjab Kings,4 crore,2024
Harpreet brar,Punjab Kings,3.8 crore,2024
Jitesh Sharma,Punjab Kings,2.2 crore,2024
Sikandar Raza,Punjab Kings,1.5 crore,2024
Nathan Ellis,Punjab Kings,0.75 crore,2024
Simran singh,Punjab Kings,0.6 crore,2024
Rishi dhawan,Punjab Kings,0.55 crore,2024
Ashutosh Sharma,Punjab Kings,0.2 crore,2024
Malsha Tharupathi,Punjab Kings,0.2 crore,2024
Prince Choudhary,Punjab Kings,0.2 crore,2024
Shivam Singh,Punjab Kings,0.2 crore,2024
Tanay Thyagarajan,Punjab Kings,0.2 crore,2024
Atharva Taide,Punjab Kings,0.2 crore,2024
Harpreet singh,Punjab Kings,0.2 crore,2024
Sanju samson,Rajasthan Royals,14 crore,2024
Avesh khan,Rajasthan Royals,10 crore,2024
Jos Buttler,Rajasthan Royals,10 crore,2024
Shimron hetmyer,Rajasthan Royals,8.5 crore,2024
Prasidh krishna,Rajasthan Royals,8 crore,2024
Trent boult,Rajasthan Royals,8 crore,2024
Rovman powell,Rajasthan Royals,7 crore,2024
Yuzvendra chahal,Rajasthan Royals,6.5 crore,2024
Ravichandran ashwin,Rajasthan Royals,5 crore,2024
Yashasvi Jaiswal,Rajasthan Royals,4 crore,2024
Riyan parag,Rajasthan Royals,3.8 crore,2024
Sandeep sharma,Rajasthan Royals,2 crore,2024
Navdeep saini,Rajasthan Royals,2 crore,2024
Adam zampa,Rajasthan Royals,1.5 crore,2024
Nandre Burger,Rajasthan Royals,0.5 crore,2024
Tom Kohler-Cadmore,Rajasthan Royals,0.4 crore,2024
Abid Mushtaq,Rajasthan Royals,0.2 crore,2024
Kunal Singh Rathore,Rajasthan Royals,0.2 crore,2024
Shubham Dubey,Rajasthan Royals,0.2 crore,2024
Dhruv Jurel,Rajasthan Royals,0.2 crore,2024
Kuldeep Sen,Rajasthan Royals,0.2 crore,2024
Cameron Green,Royal Challengers Bangalore,17.5 crore,2024
Virat kohli,Royal Challengers Bangalore,15 crore,2024
Alzarri joseph,Royal Challengers Bangalore,11.5 crore,2024
Glenn maxwell,Royal Challengers Bangalore,11 crore,2024
Faf du Plessis,Royal Challengers Bangalore,7 crore,2024
Mohammed siraj,Royal Challengers Bangalore,7 crore,2024
Dinesh karthik,Royal Challengers Bangalore,5.5 crore,2024
Mohammad Ali,Royal Challengers Bangalore,3.4 crore,2024
Yash Dayal,Royal Challengers Bangalore,3.2 crore,2024
Saurav Chauhan,Royal Challengers Bangalore,2 crore,2024
Lockie ferguson,Royal Challengers Bangalore,2 crore,2024
Mayank dagar,Royal Challengers Bangalore,1.8 crore,2024
Mahipal lomror,Royal Challengers Bangalore,0.95 crore,2024
Vijaykumar Vyshak,Royal Challengers Bangalore,0.75 crore,2024
Karn sharma,Royal Challengers Bangalore,0.5 crore,2024
Suyash Prabhudessai,Royal Challengers Bangalore,0.3 crore,2024
Himanshu Sharma,Royal Challengers Bangalore,0.2 crore,2024
Manoj Bhandage,Royal Challengers Bangalore,0.2 crore,2024
Rajan Kumar,Royal Challengers Bangalore,0.2 crore,2024
Akash Deep,Royal Challengers Bangalore,0.2 crore,2024
Rajat Patidar,Royal Challengers Bangalore,0.2 crore,2024
Swapnil singh,Royal Challengers Bangalore,0.2 crore,2024
Tom curran,Royal Challengers Bangalore,0 crore,2024
Marco Jansen,Sunrisers Eastern Cape,2.5 crore,2024
Tristan Stubbs,Sunrisers Eastern Cape,0.5 crore,2024
Patrick cummins,Sunrisers Hyderabad,20 crore,2024
Heinrich Klaasen,Sunrisers Hyderabad,9.5 crore,2024
Washington sundar,Sunrisers Hyderabad,8.75 crore,2024
Rahul tripathi,Sunrisers Hyderabad,8.5 crore,2024
Mayank agarwal,Sunrisers Hyderabad,8.25 crore,2024
Travis head,Sunrisers Hyderabad,6.8 crore,2024
Abhishek sharma,Sunrisers Hyderabad,6.5 crore,2024
Fazalhaq Farooqi,Sunrisers Hyderabad,5.0 crore,2024
Bhuvneshwar kumar,Sunrisers Hyderabad,4.2 crore,2024
Abdul Samad,Sunrisers Hyderabad,4 crore,2024
T natarajan,Sunrisers Hyderabad,4 crore,2024
Nitish Kumar Reddy,Sunrisers Hyderabad,3 crore,2024
Aiden Markram,Sunrisers Hyderabad,2.6 crore,2024
Sanvir Singh,Sunrisers Hyderabad,2 crore,2024
Upendra Yadav,Sunrisers Hyderabad,2 crore,2024
Jaydev unadkat,Sunrisers Hyderabad,1.6 crore,2024
Mayank markande,Sunrisers Hyderabad,1.50 crore,2024
Glenn Phillips,Sunrisers Hyderabad,1.5 crore,2024
Pathum Kumara,Sunrisers Hyderabad,1.3 crore,2024
Shahbaz Ahmed,Sunrisers Hyderabad,1.0 crore,2024
Anmolpreet singh,Sunrisers Hyderabad,0.8 crore,2024
Jhathavedh Subramanyan,Sunrisers Hyderabad,0.2 crore,2024
Ravindra jadeja,Chennai Super Kings,18 crore,2025
Ruturaj Gaikwad,Chennai Super Kings,18 crore,2025
Matheesha Pathirana,Chennai Super Kings,13 crore,2025
Shivam dube,Chennai Super Kings,12 crore,2025
Noor Ahmad,Chennai Super Kings,10 crore,2025
Ravichandran ashwin,Chennai Super Kings,9.75 crore,2025
Devon Conway,Chennai Super Kings,6.25 crore,2025
Khaleel ahmed,Chennai Super Kings,4.8 crore,2025
Rachin Ravindra,Chennai Super Kings,4 crore,2025
Ms dhoni,Chennai Super Kings,4 crore,2025
Anshul Kamboj,Chennai Super Kings,3.4 crore,2025
Rahul tripathi,Chennai Super Kings,3.4 crore,2025
Sam Curran,Chennai Super Kings,2.4 crore,2025
Gurjapneet Singh,Chennai Super Kings,2.2 crore,2025
Nathan Ellis,Chennai Super Kings,2 crore,2025
Deepak hooda,Chennai Super Kings,1.7 crore,2025
Jamie Overton,Chennai Super Kings,1.5 crore,2025
Vijay shankar,Chennai Super Kings,1.4 crore,2025
Vansh Bedi,Chennai Super Kings,0.55 crore,2025
Andre Siddarth,Chennai Super Kings,0.3 crore,2025
Kamlesh Nagarkoti,Chennai Super Kings,0.3 crore,2025
Mukesh Choudhary,Chennai Super Kings,0.3 crore,2025
Ramakrishna Ghosh,Chennai Super Kings,0.3 crore,2025
Shaik Rasheed,Chennai Super Kings,0.3 crore,2025
Shreyas gopal,Chennai Super Kings,0.3 crore,2025
Axar patel,Delhi Capitals,16.5 crore,2025
Lokesh rahul,Delhi Capitals,14 crore,2025
Kuldeep yadav,Delhi Capitals,13.25 crore,2025
Mitchell starc,Delhi Capitals,11.75 crore,2025
T natarajan,Delhi Capitals,10.75 crore,2025
Tristan Stubbs,Delhi Capitals,10 crore,2025
Jake Fraser-McGurk,Delhi Capitals,9 crore,2025
Mukesh Kumar,Delhi Capitals,8 crore,2025
Harry Brook,Delhi Capitals,6.25 crore,2025
Abishek Porel,Delhi Capitals,4 crore,2025
Ashutosh Sharma,Delhi Capitals,3.8 crore,2025
Mohit sharma,Delhi Capitals,2.2 crore,2025
Faf du Plessis,Delhi Capitals,2 crore,2025
Sameer Rizvi,Delhi Capitals,0.95 crore,2025
Donovan Ferreira,Delhi Capitals,0.75 crore,2025
Dushmantha Chameera,Delhi Capitals,0.75 crore,2025
Karun nair,Delhi Capitals,0.5 crore,2025
Vipraj Nigam,Delhi Capitals,0.5 crore,2025
Madhav Tiwari,Delhi Capitals,0.4 crore,2025
Ajay Mandal,Delhi Capitals,0.3 crore,2025
Darshan Nalkande,Delhi Capitals,0.3 crore,2025
Manvanth Kumar,Delhi Capitals,0.3 crore,2025
Tripurana Vijay,Delhi Capitals,0.3 crore,2025
Rashid Khan,Gujarat Titans,18 crore,2025
Shubman gill,Gujarat Titans,16 crore,2025
Jos Buttler,Gujarat Titans,15.75 crore,2025
Mohammed siraj,Gujarat Titans,12.25 crore,2025
Kagiso Rabada,Gujarat Titans,10.75 crore,2025
Prasidh krishna,Gujarat Titans,9.5 crore,2025
Sai Sudharsan,Gujarat Titans,8.5 crore,2025
Rahul tewatia,Gujarat Titans,4 crore,2025
Shahrukh Khan,Gujarat Titans,4 crore,2025
Washington sundar,Gujarat Titans,3.2 crore,2025
Sherfane rutherford,Gujarat Titans,2.6 crore,2025
Gerald Coetzee,Gujarat Titans,2.4 crore,2025
Glenn Phillips,Gujarat Titans,2 crore,2025
Sai Kishore,Gujarat Titans,2 crore,2025
Mahipal lomror,Gujarat Titans,1.7 crore,2025
Gurnoor Singh Brar,Gujarat Titans,1.3 crore,2025
Mohd. Arshad Khan,Gujarat Titans,1.3 crore,2025
Ishant sharma,Gujarat Titans,0.75 crore,2025
Jayant yadav,Gujarat Titans,0.75 crore,2025
Karim Janat,Gujarat Titans,0.75 crore,2025
Kumar Kushagra,Gujarat Titans,0.65 crore,2025
Anuj Rawat,Gujarat Titans,0.3 crore,2025
Manav Suthar,Gujarat Titans,0.3 crore,2025
Nishant Sindhu,Gujarat Titans,0.3 crore,2025
Venkatesh Iyer,Kolkata Knight Riders,23.75 crore,2025
Rinku singh,Kolkata Knight Riders,13 crore,2025
Andre russell,Kolkata Knight Riders,12 crore,2025
Sunil narine,Kolkata Knight Riders,12 crore,2025
Varun chakravarthy,Kolkata Knight Riders,12 crore,2025
Anrich Nortje,Kolkata Knight Riders,6.5 crore,2025
Harshit Rana,Kolkata Knight Riders,4 crore,2025
Ramandeep Singh,Kolkata Knight Riders,4 crore,2025
Quinton de Kock,Kolkata Knight Riders,3.6 crore,2025
Angkrish Raghuvanshi,Kolkata Knight Riders,3 crore,2025
Spencer Johnson,Kolkata Knight Riders,2.8 crore,2025
Moeen Ali,Kolkata Knight Riders,2 crore,2025
Rahmanullah Gurbaz,Kolkata Knight Riders,2 crore,2025
Vaibhav Arora,Kolkata Knight Riders,1.8 crore,2025
Ajinkya rahane,Kolkata Knight Riders,1.5 crore,2025
Rovman powell,Kolkata Knight Riders,1.5 crore,2025
Mayank markande,Kolkata Knight Riders,0.3 crore,2025
Rishabh pant,Lucknow Supergiants,27 crore,2025
Nicholas Pooran,Lucknow Supergiants,21 crore,2025
Mayank Yadav,Lucknow Supergiants,11 crore,2025
Ravi Bishnoi,Lucknow Supergiants,11 crore,2025
Avesh khan,Lucknow Supergiants,9.75 crore,2025
David Miller,Lucknow Supergiants,7.5 crore,2025
Abdul Samad,Lucknow Supergiants,4.2 crore,2025
Ayush Badoni,Lucknow Supergiants,4 crore,2025
Mitchell marsh,Lucknow Supergiants,3.4 crore,2025
Aiden Markram,Lucknow Supergiants,2 crore,2025
Aryan Juyal,Lucknow Supergiants,0.3 crore,2025
Jasprit bumrah,Mumbai Indians,18 crore,2025
Hardik pandya,Mumbai Indians,16.35 crore,2025
Rohit sharma,Mumbai Indians,16.3 crore,2025
Suryakumar yadav,Mumbai Indians,16.35 crore,2025
Trent boult,Mumbai Indians,12.5 crore,2025
Deepak chahar,Mumbai Indians,9.5 crore,2025
Tilak Varma,Mumbai Indians,8 crore,2025
Naman Dhir,Mumbai Indians,5.25 crore,2025
Will Jacks,Mumbai Indians,5.25 crore,2025
Mitchell santner,Mumbai Indians,2 crore,2025
Reece Topley,Mumbai Indians,0.75 crore,2025
Robin Minz,Mumbai Indians,0.65 crore,2025
Karan Sharma,Mumbai Indians,0.5 crore,2025
Shreyas iyer,Punjab Kings,26.75 crore,2025
Arshdeep singh,Punjab Kings,18 crore,2025
Yuzvendra chahal,Punjab Kings,18 crore,2025
Marcus Stoinis,Punjab Kings,11 crore,2025
Marco Jansen,Punjab Kings,7 crore,2025
Malsha Tharupathi,Punjab Kings,5.5 crore,2025
Glenn maxwell,Punjab Kings,4.2 crore,2025
Nehal Wadhera,Punjab Kings,4.2 crore,2025
Simran singh,Punjab Kings,4 crore,2025
Lockie ferguson,Punjab Kings,2 crore,2025
Vijaykumar Vyshak,Punjab Kings,1.8 crore,2025
Yash Thakur,Punjab Kings,1.6 crore,2025
Harpreet brar,Punjab Kings,1.5 crore,2025
Vishnu vinod,Punjab Kings,0.95 crore,2025
Sanju samson,Rajasthan Royals,18 crore,2025
Yashasvi Jaiswal,Rajasthan Royals,18 crore,2025
Dhruv Jurel,Rajasthan Royals,14 crore,2025
Riyan parag,Rajasthan Royals,14 crore,2025
Jofra Archer,Rajasthan Royals,12.5 crore,2025
Shimron hetmyer,Rajasthan Royals,11 crore,2025
Tushar Deshpande,Rajasthan Royals,6.5 crore,2025
Wanindu Hasaranga,Rajasthan Royals,5.25 crore,2025
Maheesh Theekshana,Rajasthan Royals,4.4 crore,2025
Nitish rana,Rajasthan Royals,4.2 crore,2025
Sandeep sharma,Rajasthan Royals,4 crore,2025
Akash Madhwal,Rajasthan Royals,1.2 crore,2025
Vaibhav Suryavanshi,Rajasthan Royals,1.1 crore,2025
Kumar Kartikeya,Rajasthan Royals,0.3 crore,2025
Virat kohli,Royal Challengers Bangalore,21 crore,2025
Josh Hazlewood,Royal Challengers Bangalore,12.5 crore,2025
Phil Salt,Royal Challengers Bangalore,11.5 crore,2025
Jitesh Sharma,Royal Challengers Bangalore,11 crore,2025
Rajat Patidar,Royal Challengers Bangalore,11 crore,2025
Bhuvneshwar kumar,Royal Challengers Bangalore,10.75 crore,2025
Liam Livingstone,Royal Challengers Bangalore,8.75 crore,2025
Rasikh dar,Royal Challengers Bangalore,6 crore,2025
Krunal pandya,Royal Challengers Bangalore,5.75 crore,2025
Yash Dayal,Royal Challengers Bangalore,5 crore,2025
Tim David,Royal Challengers Bangalore,3 crore,2025
Suyash Sharma,Royal Challengers Bangalore,2.6 crore,2025
Devdutt Padikkal,Royal Challengers Bangalore,2 crore,2025
Heinrich Klaasen,Sunrisers Hyderabad,23 crore,2025
Patrick cummins,Sunrisers Hyderabad,18 crore,2025
Abhishek sharma,Sunrisers Hyderabad,14 crore,2025
Travis head,Sunrisers Hyderabad,14 crore,2025
Ishan kishan,Sunrisers Hyderabad,11.25 crore,2025
Mohammad shami,Sunrisers Hyderabad,10 crore,2025
Harshal patel,Sunrisers Hyderabad,8 crore,2025
Nitish Kumar Reddy,Sunrisers Hyderabad,6 crore,2025
Abhinav Manohar,Sunrisers Hyderabad,3.2 crore,2025
Rahul chahar,Sunrisers Hyderabad,3.2 crore,2025
Adam zampa,Sunrisers Hyderabad,2.4 crore,2025
Simarjeet Singh,Sunrisers Hyderabad,1.5 crore,2025
Atharva Taide,Sunrisers Hyderabad,0.3 crore,2025
